log file 

03-05 14:48:57.534   986  1171 V Robocol : received command: CMD_INIT_OP_MODE(11998) Drive in a square - LOG
03-05 14:48:57.547   986  1172 I RobotCore: ******************** START - OPMODE Drive in a square - LOG ********************
03-05 14:48:57.548   986  1182 I RobotCore: Attempting to switch to op mode Drive in a square - LOG
03-05 14:48:57.621   986  1182 V BroadcomColorSensorImpl: internalInitialize()...
03-05 14:48:57.630   986  1182 V BroadcomColorSensorImpl: state: 07 37 20 1d 42 01 c2 
03-05 14:48:57.630   986  1182 V BroadcomColorSensorImpl: setGain(0x01)
03-05 14:48:57.643   986  1182 V BroadcomColorSensorImpl: setLEDParameters(0x37)
03-05 14:48:57.649   986  1182 V BroadcomColorSensorImpl: setProximityPulseCount(0x20)
03-05 14:48:57.655   986  1182 V BroadcomColorSensorImpl: setPSMeasRate(0x1d)
03-05 14:48:57.661   986  1182 V BroadcomColorSensorImpl: setLSMeasRate(0x42)
03-05 14:48:57.670   986  1182 V BroadcomColorSensorImpl: enable() enabled=0x07...
03-05 14:48:57.679   986  1182 V BroadcomColorSensorImpl: ...enable() enabled=0x07
03-05 14:48:57.684   986  1182 V BroadcomColorSensorImpl: state: 07 37 20 1d 42 01 c2 
03-05 14:48:57.684   986  1182 V BroadcomColorSensorImpl: ...internalInitialize()
03-05 14:48:57.694   986  2068 V RobotCore: thread: 'LinearOpMode main' starting...
03-05 14:48:57.710   986  1288 V Robocol : sending CMD_NOTIFY_INIT_OP_MODE(54030), attempt: 0
03-05 14:48:58.852   986  1171 V Robocol : received command: CMD_RUN_OP_MODE(12022) Drive in a square - LOG
03-05 14:48:58.859   986  2068 D RobotCore: ECE008 - Program Start
03-05 14:49:06.361   986  2068 D RobotCore: ECE008 left position 940 velocity -20.0        right position 945 velocity -0.0
03-05 14:49:06.379   986  2068 D RobotCore: ECE008 left position 939 velocity -20.0        right position 945 velocity -0.0
03-05 14:49:06.396   986  2068 D RobotCore: ECE008 left position 939 velocity -20.0        right position 945 velocity -0.0
03-05 14:49:06.412   986  2068 D RobotCore: ECE008 left position 938 velocity -40.0        right position 945 velocity -0.0
03-05 14:49:06.428   986  2068 D RobotCore: ECE008 left position 938 velocity -40.0        right position 945 velocity -0.0
03-05 14:49:06.444   986  2068 D RobotCore: ECE008 left position 937 velocity -40.0        right position 945 velocity -0.0
03-05 14:49:06.461   986  2068 D RobotCore: ECE008 left position 937 velocity -40.0        right position 944 velocity -20.0
03-05 14:49:06.477   986  2068 D RobotCore: ECE008 left position 936 velocity -40.0        right position 944 velocity -20.0
03-05 14:49:06.493   986  2068 D RobotCore: ECE008 left position 936 velocity -20.0        right position 944 velocity -20.0
03-05 14:49:06.509   986  2068 D RobotCore: ECE008 left position 935 velocity -40.0        right position 944 velocity -0.0
03-05 14:49:06.527   986  2068 D RobotCore: ECE008 left position 934 velocity -40.0        right position 943 velocity -20.0
03-05 14:49:06.545   986  2068 D RobotCore: ECE008 left position 933 velocity -60.0        right position 943 velocity -20.0
03-05 14:49:06.562   986  2068 D RobotCore: ECE008 left position 933 velocity -40.0        right position 942 velocity -40.0
03-05 14:49:06.579   986  2068 D RobotCore: ECE008 left position 932 velocity -40.0        right position 942 velocity -20.0
03-05 14:49:06.595   986  2068 D RobotCore: ECE008 left position 931 velocity -40.0        right position 941 velocity -20.0
03-05 14:49:06.611   986  2068 D RobotCore: ECE008 left position 930 velocity -40.0        right position 941 velocity -20.0
03-05 14:49:06.626   986  2068 D RobotCore: ECE008 left position 929 velocity -40.0        right position 941 velocity -20.0
03-05 14:49:06.642   986  2068 D RobotCore: ECE008 left position 928 velocity -60.0        right position 940 velocity -40.0
03-05 14:49:06.658   986  2068 D RobotCore: ECE008 left position 928 velocity -60.0        right position 940 velocity -20.0
03-05 14:49:06.674   986  2068 D RobotCore: ECE008 left position 927 velocity -60.0        right position 939 velocity -40.0
03-05 14:49:06.691   986  2068 D RobotCore: ECE008 left position 926 velocity -60.0        right position 939 velocity -20.0
03-05 14:49:06.707   986  2068 D RobotCore: ECE008 left position 925 velocity -60.0        right position 938 velocity -40.0
03-05 14:49:06.722   986  2068 D RobotCore: ECE008 left position 924 velocity -60.0        right position 937 velocity -20.0
03-05 14:49:06.739   986  2068 D RobotCore: ECE008 left position 923 velocity -40.0        right position 937 velocity -40.0
03-05 14:49:06.754   986  2068 D RobotCore: ECE008 left position 922 velocity -60.0        right position 936 velocity -40.0
03-05 14:49:06.770   986  2068 D RobotCore: ECE008 left position 922 velocity -60.0        right position 935 velocity -60.0
03-05 14:49:06.787   986  2068 D RobotCore: ECE008 left position 921 velocity -60.0        right position 935 velocity -40.0
03-05 14:49:06.806   986  2068 D RobotCore: ECE008 left position 920 velocity -40.0        right position 933 velocity -40.0
03-05 14:49:06.822   986  2068 D RobotCore: ECE008 left position 919 velocity -40.0        right position 933 velocity -40.0
03-05 14:49:06.839   986  2068 D RobotCore: ECE008 left position 918 velocity -60.0        right position 932 velocity -40.0
03-05 14:49:06.856   986  2068 D RobotCore: ECE008 left position 917 velocity -40.0        right position 931 velocity -60.0
03-05 14:49:06.873   986  2068 D RobotCore: ECE008 left position 917 velocity -40.0        right position 930 velocity -60.0
03-05 14:49:06.890   986  2068 D RobotCore: ECE008 left position 916 velocity -40.0        right position 929 velocity -60.0
03-05 14:49:06.909   986  2068 D RobotCore: ECE008 left position 915 velocity -60.0        right position 928 velocity -60.0
03-05 14:49:06.926   986  2068 D RobotCore: ECE008 left position 914 velocity -60.0        right position 927 velocity -60.0
03-05 14:49:06.944   986  2068 D RobotCore: ECE008 left position 914 velocity -40.0        right position 926 velocity -60.0
03-05 14:49:06.962   986  2068 D RobotCore: ECE008 left position 913 velocity -40.0        right position 925 velocity -60.0
03-05 14:49:06.981   986  2068 D RobotCore: ECE008 left position 912 velocity -20.0        right position 924 velocity -60.0
03-05 14:49:06.999   986  2068 D RobotCore: ECE008 left position 912 velocity -40.0        right position 923 velocity -60.0
03-05 14:49:07.017   986  2068 D RobotCore: ECE008 left position 911 velocity -40.0        right position 922 velocity -60.0
03-05 14:49:07.039   986  2068 D RobotCore: ECE008 left position 911 velocity -20.0        right position 921 velocity -60.0
03-05 14:49:07.050   986  2068 D RobotCore: ECE008 Busy left: false      right: false
03-05 14:49:07.050   986  2068 D RobotCore: ECE008 - motors are down
03-05 14:49:07.050   986  2068 D RobotCore: ECE008 Turn
03-05 14:49:07.060   986  2068 D RobotCore: ECE008 ---- left move ticks 127.20848056537103 ticks / second 152.65017667844523        right move ticks -127.20848056537103 ticks / second -152.65017667844523
03-05 14:49:07.073   986  2068 D RobotCore: ECE008 - motors are up
03-05 14:49:07.086   986  2068 D RobotCore: ECE008 left position -1 velocity -40.0        right position -1 velocity -40.0
03-05 14:49:07.102   986  2068 D RobotCore: ECE008 left position -1 velocity -20.0        right position -1 velocity -40.0
03-05 14:49:07.115   986  2068 D RobotCore: ECE008 left position -1 velocity -20.0        right position -2 velocity -60.0
03-05 14:49:07.129   986  2068 D RobotCore: ECE008 left position -1 velocity -20.0        right position -3 velocity -60.0
03-05 14:49:07.142   986  2068 D RobotCore: ECE008 left position -1 velocity 0.0        right position -4 velocity -40.0
03-05 14:49:07.156   986  2068 D RobotCore: ECE008 left position 0 velocity 0.0        right position -5 velocity -60.0
03-05 14:49:07.170   986  2068 D RobotCore: ECE008 left position 0 velocity 20.0        right position -6 velocity -80.0
03-05 14:49:07.183   986  2068 D RobotCore: ECE008 left position 0 velocity 20.0        right position -7 velocity -60.0
03-05 14:49:07.197   986  2068 D RobotCore: ECE008 left position 1 velocity 40.0        right position -7 velocity -80.0
03-05 14:49:07.211   986  2068 D RobotCore: ECE008 left position 2 velocity 40.0        right position -8 velocity -60.0
03-05 14:49:07.225   986  2068 D RobotCore: ECE008 left position 2 velocity 40.0        right position -10 velocity -60.0
03-05 14:49:07.239   986  2068 D RobotCore: ECE008 left position 3 velocity 40.0        right position -11 velocity -80.0
03-05 14:49:07.253   986  2068 D RobotCore: ECE008 left position 3 velocity 40.0        right position -12 velocity -60.0
03-05 14:49:07.267   986  2068 D RobotCore: ECE008 left position 4 velocity 40.0        right position -13 velocity -80.0
03-05 14:49:07.282   986  2068 D RobotCore: ECE008 left position 4 velocity 40.0        right position -14 velocity -80.0
03-05 14:49:07.297   986  2068 D RobotCore: ECE008 left position 5 velocity 40.0        right position -15 velocity -60.0
03-05 14:49:07.312   986  2068 D RobotCore: ECE008 left position 6 velocity 40.0        right position -16 velocity -80.0
03-05 14:49:07.326   986  2068 D RobotCore: ECE008 left position 6 velocity 40.0        right position -17 velocity -80.0
03-05 14:49:07.341   986  2068 D RobotCore: ECE008 left position 7 velocity 60.0        right position -19 velocity -80.0
03-05 14:49:07.354   986  2068 D RobotCore: ECE008 left position 7 velocity 40.0        right position -20 velocity -80.0
03-05 14:49:07.368   986  2068 D RobotCore: ECE008 left position 8 velocity 40.0        right position -21 velocity -80.0
03-05 14:49:07.382   986  2068 D RobotCore: ECE008 left position 9 velocity 40.0        right position -22 velocity -80.0
03-05 14:49:07.396   986  2068 D RobotCore: ECE008 left position 9 velocity 40.0        right position -23 velocity -100.0
03-05 14:49:07.410   986  2068 D RobotCore: ECE008 left position 10 velocity 60.0        right position -24 velocity -80.0
03-05 14:49:07.423   986  2068 D RobotCore: ECE008 left position 11 velocity 60.0        right position -26 velocity -80.0
03-05 14:49:07.438   986  2068 D RobotCore: ECE008 left position 11 velocity 40.0        right position -27 velocity -80.0
03-05 14:49:07.453   986  2068 D RobotCore: ECE008 left position 12 velocity 40.0        right position -28 velocity -100.0
03-05 14:49:07.467   986  2068 D RobotCore: ECE008 left position 13 velocity 60.0        right position -29 velocity -100.0
03-05 14:49:07.481   986  2068 D RobotCore: ECE008 left position 14 velocity 60.0        right position -31 velocity -80.0
03-05 14:49:07.495   986  2068 D RobotCore: ECE008 left position 14 velocity 40.0        right position -32 velocity -80.0
03-05 14:49:07.511   986  2068 D RobotCore: ECE008 left position 15 velocity 60.0        right position -33 velocity -80.0
03-05 14:49:07.525   986  2068 D RobotCore: ECE008 left position 16 velocity 60.0        right position -35 velocity -80.0
03-05 14:49:07.540   986  2068 D RobotCore: ECE008 left position 17 velocity 40.0        right position -36 velocity -100.0
03-05 14:49:07.557   986  2068 D RobotCore: ECE008 left position 18 velocity 40.0        right position -38 velocity -100.0
03-05 14:49:07.573   986  2068 D RobotCore: ECE008 left position 19 velocity 60.0        right position -39 velocity -100.0
03-05 14:49:07.593   986  2068 D RobotCore: ECE008 left position 20 velocity 60.0        right position -41 velocity -100.0
03-05 14:49:07.608   986  2068 D RobotCore: ECE008 left position 21 velocity 80.0        right position -43 velocity -100.0
03-05 14:49:07.624   986  2068 D RobotCore: ECE008 left position 22 velocity 60.0        right position -44 velocity -100.0
03-05 14:49:07.639   986  2068 D RobotCore: ECE008 left position 23 velocity 80.0        right position -46 velocity -100.0
03-05 14:49:07.654   986  2068 D RobotCore: ECE008 left position 24 velocity 60.0        right position -47 velocity -100.0
03-05 14:49:07.670   986  2068 D RobotCore: ECE008 left position 25 velocity 80.0        right position -49 velocity -100.0
03-05 14:49:07.685   986  2068 D RobotCore: ECE008 left position 26 velocity 60.0        right position -51 velocity -100.0
03-05 14:49:07.702   986  2068 D RobotCore: ECE008 left position 28 velocity 80.0        right position -52 velocity -100.0
03-05 14:49:07.717   986  2068 D RobotCore: ECE008 left position 29 velocity 60.0        right position -54 velocity -100.0
03-05 14:49:07.733   986  2068 D RobotCore: ECE008 left position 30 velocity 80.0        right position -55 velocity -100.0
03-05 14:49:07.748   986  2068 D RobotCore: ECE008 left position 31 velocity 60.0        right position -57 velocity -100.0
03-05 14:49:07.763   986  2068 D RobotCore: ECE008 left position 32 velocity 80.0        right position -59 velocity -100.0
03-05 14:49:07.779   986  2068 D RobotCore: ECE008 left position 33 velocity 80.0        right position -60 velocity -100.0
03-05 14:49:07.796   986  2068 D RobotCore: ECE008 left position 35 velocity 80.0        right position -62 velocity -100.0
03-05 14:49:07.815   986  2068 D RobotCore: ECE008 left position 36 velocity 80.0        right position -64 velocity -100.0
03-05 14:49:07.831   986  2068 D RobotCore: ECE008 left position 37 velocity 80.0        right position -66 velocity -100.0
03-05 14:49:07.846   986  2068 D RobotCore: ECE008 left position 39 velocity 80.0        right position -67 velocity -100.0
03-05 14:49:07.862   986  2068 D RobotCore: ECE008 left position 40 velocity 80.0        right position -69 velocity -120.0
03-05 14:49:07.877   986  2068 D RobotCore: ECE008 left position 41 velocity 80.0        right position -71 velocity -120.0
03-05 14:49:07.892   986  2068 D RobotCore: ECE008 left position 43 velocity 100.0        right position -72 velocity -120.0
03-05 14:49:07.907   986  2068 D RobotCore: ECE008 left position 44 velocity 80.0        right position -74 velocity -120.0
03-05 14:49:07.923   986  2068 D RobotCore: ECE008 left position 45 velocity 80.0        right position -75 velocity -100.0
03-05 14:49:07.939   986  2068 D RobotCore: ECE008 left position 47 velocity 80.0        right position -77 velocity -100.0
03-05 14:49:07.954   986  2068 D RobotCore: ECE008 left position 48 velocity 100.0        right position -79 velocity -100.0
03-05 14:49:07.970   986  2068 D RobotCore: ECE008 left position 50 velocity 100.0        right position -81 velocity -100.0
03-05 14:49:07.985   986  2068 D RobotCore: ECE008 left position 51 velocity 100.0        right position -82 velocity -120.0
03-05 14:49:08.000   986  2068 D RobotCore: ECE008 left position 52 velocity 100.0        right position -84 velocity -120.0
03-05 14:49:08.017   986  2068 D RobotCore: ECE008 left position 54 velocity 80.0        right position -86 velocity -120.0
03-05 14:49:08.034   986  2068 D RobotCore: ECE008 left position 55 velocity 80.0        right position -88 velocity -120.0
03-05 14:49:08.053   986  2068 D RobotCore: ECE008 left position 57 velocity 80.0        right position -90 velocity -120.0
03-05 14:49:08.071   986  2068 D RobotCore: ECE008 left position 59 velocity 100.0        right position -93 velocity -120.0
03-05 14:49:08.087   986  2068 D RobotCore: ECE008 left position 60 velocity 100.0        right position -95 velocity -120.0
03-05 14:49:08.103   986  2068 D RobotCore: ECE008 left position 62 velocity 100.0        right position -97 velocity -120.0
03-05 14:49:08.119   986  2068 D RobotCore: ECE008 left position 63 velocity 100.0        right position -99 velocity -140.0
03-05 14:49:08.134   986  2068 D RobotCore: ECE008 left position 65 velocity 100.0        right position -100 velocity -120.0
03-05 14:49:08.148   986  2068 D RobotCore: ECE008 left position 67 velocity 100.0        right position -102 velocity -120.0
03-05 14:49:08.163   986  2068 D RobotCore: ECE008 left position 68 velocity 100.0        right position -104 velocity -140.0
03-05 14:49:08.179   986  2068 D RobotCore: ECE008 left position 70 velocity 100.0        right position -106 velocity -120.0
03-05 14:49:08.195   986  2068 D RobotCore: ECE008 left position 71 velocity 100.0        right position -108 velocity -120.0
03-05 14:49:08.211   986  2068 D RobotCore: ECE008 left position 73 velocity 100.0        right position -110 velocity -120.0
03-05 14:49:08.228   986  2068 D RobotCore: ECE008 left position 74 velocity 100.0        right position -112 velocity -120.0
03-05 14:49:08.245   986  2068 D RobotCore: ECE008 left position 76 velocity 100.0        right position -114 velocity -120.0
03-05 14:49:08.261   986  2068 D RobotCore: ECE008 left position 78 velocity 100.0        right position -116 velocity -100.0
03-05 14:49:08.282   986  2068 D RobotCore: ECE008 left position 80 velocity 100.0        right position -118 velocity -120.0
03-05 14:49:08.306   986  2068 D RobotCore: ECE008 left position 82 velocity 100.0        right position -121 velocity -120.0
03-05 14:49:08.322   986  2068 D RobotCore: ECE008 left position 84 velocity 100.0        right position -123 velocity -100.0
03-05 14:49:08.339   986  2068 D RobotCore: ECE008 left position 86 velocity 120.0        right position -125 velocity -120.0
03-05 14:49:08.354   986  2068 D RobotCore: ECE008 left position 88 velocity 120.0        right position -126 velocity -120.0
03-05 14:49:08.369   986  2068 D RobotCore: ECE008 left position 90 velocity 120.0        right position -128 velocity -120.0
03-05 14:49:08.384   986  2068 D RobotCore: ECE008 left position 91 velocity 100.0        right position -129 velocity -120.0
03-05 14:49:08.398   986  2068 D RobotCore: ECE008 left position 93 velocity 100.0        right position -130 velocity -80.0
03-05 14:49:08.414   986  2068 D RobotCore: ECE008 left position 95 velocity 100.0        right position -132 velocity -80.0
03-05 14:49:08.429   986  2068 D RobotCore: ECE008 left position 96 velocity 120.0        right position -133 velocity -80.0
03-05 14:49:08.445   986  2068 D RobotCore: ECE008 left position 98 velocity 120.0        right position -134 velocity -80.0
03-05 14:49:08.460   986  2068 D RobotCore: ECE008 left position 100 velocity 120.0        right position -135 velocity -80.0
03-05 14:49:08.475   986  2068 D RobotCore: ECE008 left position 102 velocity 100.0        right position -136 velocity -80.0
03-05 14:49:08.495   986  2068 D RobotCore: ECE008 left position 104 velocity 120.0        right position -138 velocity -60.0
03-05 14:49:08.515   986  2068 D RobotCore: ECE008 left position 106 velocity 120.0        right position -139 velocity -60.0
03-05 14:49:08.533   986  2068 D RobotCore: ECE008 left position 108 velocity 100.0        right position -139 velocity -60.0
03-05 14:49:08.550   986  2068 D RobotCore: ECE008 left position 110 velocity 120.0        right position -140 velocity -40.0
03-05 14:49:08.567   986  2068 D RobotCore: ECE008 left position 112 velocity 120.0        right position -141 velocity -60.0
03-05 14:49:08.581   986  2068 D RobotCore: ECE008 left position 114 velocity 120.0        right position -142 velocity -60.0
03-05 14:49:08.598   986  2068 D RobotCore: ECE008 left position 116 velocity 100.0        right position -142 velocity -40.0
03-05 14:49:08.613   986  2068 D RobotCore: ECE008 left position 118 velocity 120.0        right position -143 velocity -40.0
03-05 14:49:08.627   986  2068 D RobotCore: ECE008 left position 120 velocity 120.0        right position -143 velocity -40.0
03-05 14:49:08.642   986  2068 D RobotCore: ECE008 left position 121 velocity 120.0        right position -144 velocity -40.0
03-05 14:49:08.659   986  2068 D RobotCore: ECE008 left position 123 velocity 100.0        right position -144 velocity -20.0
03-05 14:49:08.677   986  2068 D RobotCore: ECE008 left position 125 velocity 120.0        right position -145 velocity -20.0
03-05 14:49:08.694   986  2068 D RobotCore: ECE008 left position 127 velocity 120.0        right position -145 velocity -20.0
03-05 14:49:08.712   986  2068 D RobotCore: ECE008 left position 129 velocity 120.0        right position -145 velocity -20.0
03-05 14:49:08.729   986  2068 D RobotCore: ECE008 left position 130 velocity 80.0        right position -145 velocity -0.0
03-05 14:49:08.746   986  2068 D RobotCore: ECE008 left position 131 velocity 80.0        right position -145 velocity -0.0
03-05 14:49:08.763   986  2068 D RobotCore: ECE008 left position 133 velocity 80.0        right position -145 velocity -0.0
03-05 14:49:08.779   986  2068 D RobotCore: ECE008 left position 134 velocity 100.0        right position -146 velocity -20.0
03-05 14:49:08.794   986  2068 D RobotCore: ECE008 left position 135 velocity 80.0        right position -146 velocity -20.0
03-05 14:49:08.812   986  2068 D RobotCore: ECE008 left position 136 velocity 60.0        right position -146 velocity -20.0
03-05 14:49:08.827   986  2068 D RobotCore: ECE008 left position 137 velocity 60.0        right position -146 velocity -0.0
03-05 14:49:08.842   986  2068 D RobotCore: ECE008 left position 138 velocity 60.0        right position -146 velocity -0.0
03-05 14:49:08.857   986  2068 D RobotCore: ECE008 left position 139 velocity 60.0        right position -146 velocity -0.0
03-05 14:49:08.873   986  2068 D RobotCore: ECE008 left position 140 velocity 60.0        right position -145 velocity 20.0
03-05 14:49:08.887   986  2068 D RobotCore: ECE008 left position 141 velocity 40.0        right position -145 velocity 20.0
03-05 14:49:08.904   986  2068 D RobotCore: ECE008 left position 141 velocity 40.0        right position -145 velocity 20.0
03-05 14:49:08.918   986  2068 D RobotCore: ECE008 left position 142 velocity 60.0        right position -145 velocity -0.0
03-05 14:49:08.932   986  2068 D RobotCore: ECE008 left position 143 velocity 60.0        right position -145 velocity -0.0
03-05 14:49:08.947   986  2068 D RobotCore: ECE008 left position 143 velocity 40.0        right position -145 velocity -0.0
03-05 14:49:08.962   986  2068 D RobotCore: ECE008 left position 143 velocity 20.0        right position -145 velocity -0.0
03-05 14:49:08.976   986  2068 D RobotCore: ECE008 left position 144 velocity 40.0        right position -144 velocity 20.0
03-05 14:49:08.991   986  2068 D RobotCore: ECE008 left position 144 velocity 20.0        right position -144 velocity 20.0
03-05 14:49:09.006   986  2068 D RobotCore: ECE008 left position 143 velocity 20.0        right position -144 velocity 20.0
03-05 14:49:09.022   986  2068 D RobotCore: ECE008 left position 143 velocity -20.0        right position -143 velocity 20.0
03-05 14:49:09.037   986  2068 D RobotCore: ECE008 left position 143 velocity -20.0        right position -143 velocity 20.0
03-05 14:49:09.054   986  2068 D RobotCore: ECE008 left position 143 velocity -20.0        right position -142 velocity 40.0
03-05 14:49:09.069   986  2068 D RobotCore: ECE008 left position 142 velocity 0.0        right position -142 velocity 20.0
03-05 14:49:09.084   986  2068 D RobotCore: ECE008 left position 142 velocity -20.0        right position -141 velocity 20.0
03-05 14:49:09.099   986  2068 D RobotCore: ECE008 left position 142 velocity -20.0        right position -141 velocity 20.0
03-05 14:49:09.114   986  2068 D RobotCore: ECE008 left position 141 velocity -40.0        right position -141 velocity 20.0
03-05 14:49:09.133   986  2068 D RobotCore: ECE008 left position 141 velocity -20.0        right position -140 velocity 40.0
03-05 14:49:09.148   986  2068 D RobotCore: ECE008 left position 141 velocity -20.0        right position -140 velocity 20.0
03-05 14:49:09.163   986  2068 D RobotCore: ECE008 left position 140 velocity 0.0        right position -139 velocity 40.0
03-05 14:49:09.178   986  2068 D RobotCore: ECE008 left position 140 velocity -20.0        right position -139 velocity 40.0
03-05 14:49:09.193   986  2068 D RobotCore: ECE008 left position 140 velocity -20.0        right position -138 velocity 40.0
03-05 14:49:09.209   986  2068 D RobotCore: ECE008 left position 140 velocity -20.0        right position -138 velocity 20.0
03-05 14:49:09.225   986  2068 D RobotCore: ECE008 left position 139 velocity -20.0        right position -137 velocity 20.0
03-05 14:49:09.241   986  2068 D RobotCore: ECE008 left position 139 velocity -20.0        right position -137 velocity 20.0
03-05 14:49:09.258   986  2068 D RobotCore: ECE008 left position 139 velocity -20.0        right position -136 velocity 40.0
03-05 14:49:09.276   986  2068 D RobotCore: ECE008 left position 138 velocity -20.0        right position -135 velocity 40.0
03-05 14:49:09.292   986  2068 D RobotCore: ECE008 left position 138 velocity -20.0        right position -135 velocity 40.0
03-05 14:49:09.309   986  2068 D RobotCore: ECE008 left position 137 velocity -20.0        right position -134 velocity 40.0
03-05 14:49:09.326   986  2068 D RobotCore: ECE008 left position 137 velocity -20.0        right position -134 velocity 40.0
03-05 14:49:09.340   986  2068 D RobotCore: ECE008 left position 137 velocity -20.0        right position -133 velocity 40.0
03-05 14:49:09.355   986  2068 D RobotCore: ECE008 left position 136 velocity -40.0        right position -133 velocity 40.0
03-05 14:49:09.370   986  2068 D RobotCore: ECE008 left position 136 velocity -20.0        right position -132 velocity 40.0
03-05 14:49:09.386   986  2068 D RobotCore: ECE008 left position 136 velocity -20.0        right position -132 velocity 40.0
03-05 14:49:09.401   986  2068 D RobotCore: ECE008 left position 135 velocity -20.0        right position -132 velocity 20.0
03-05 14:49:09.417   986  2068 D RobotCore: ECE008 left position 135 velocity -20.0        right position -131 velocity 40.0
03-05 14:49:09.431   986  2068 D RobotCore: ECE008 left position 134 velocity -40.0        right position -131 velocity 20.0
03-05 14:49:09.446   986  2068 D RobotCore: ECE008 left position 134 velocity -20.0        right position -130 velocity 40.0
03-05 14:49:09.461   986  2068 D RobotCore: ECE008 left position 133 velocity -40.0        right position -130 velocity 20.0
03-05 14:49:09.477   986  2068 D RobotCore: ECE008 left position 133 velocity -40.0        right position -129 velocity 20.0
03-05 14:49:09.492   986  2068 D RobotCore: ECE008 left position 132 velocity -40.0        right position -129 velocity 20.0
03-05 14:49:09.502   986  2068 D RobotCore: ECE008 Busy left: false      right: false
03-05 14:49:09.502   986  2068 D RobotCore: ECE008 - motors are down
03-05 14:49:14.502   986  2068 D LinearOpModeHelper: User runOpModeMethod exited
03-05 14:49:14.503   986  2068 V RobotCore: thread: ...terminating 'LinearOpMode main'
03-05 14:49:14.508   986  1182 I FtcEventLoop: auto-stopping OpMode 'Drive in a square - LOG'
03-05 14:49:14.512   986  1182 I RobotCore: ******************** STOP - OPMODE /storage/emulated/0/FIRST/matchlogs/Match-0-Drive_in_a_square_-_LOG.txt ********************
03-05 14:49:14.526   986  2069 I RobotCore: saving match logcat to /storage/emulated/0/FIRST/matchlogs/Match-0-Drive_in_a_square_-_LOG.txt
03-05 14:49:14.526   986  2069 I RobotCore: logging command line: exec logcat -d -T '3-5 14:48:57.000' -f '/storage/emulated/0/FIRST/matchlogs/Match-0-Drive_in_a_square_-_LOG.txt' -n4 -v threadtime UsbRequestJNI:S UsbRequest:S art:W ThreadPool:W System:W ExtendedExtractor:W OMXClient:W MediaPlayer:W dalvikvm:W  *:V
03-05 14:49:14.527   986  1182 I RobotCore: Attempting to switch to op mode $Stop$Robot$
03-05 14:49:14.550   986  1288 V Robocol : sending CMD_NOTIFY_INIT_OP_MODE(54245), attempt: 0
03-05 14:49:14.575   986  1171 V Robocol : received command: CMD_RUN_OP_MODE(12221) $Stop$Robot$
03-05 14:49:14.590   986  1288 V Robocol : sending CMD_NOTIFY_RUN_OP_MODE(54250), attempt: 0
03-05 14:49:14.647   986  2069 I RobotCore: Done running exec logcat -d -T '3-5 14:48:57.000' -f '/storage/emulated/0/FIRST/matchlogs/Match-0-Drive_in_a_square_-_LOG.txt' -n4 -v threadtime UsbRequestJNI:S UsbRequest:S art:W ThreadPool:W System:W ExtendedExtractor:W OMXClient:W MediaPlayer:W dalvikvm:W  *:V
03-05 14:49:14.647   986  2069 I RobotCore: exiting match logcat for /storage/emulated/0/FIRST/matchlogs/Match-0-Drive_in_a_square_-_LOG.txt
